Name,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,ID,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys
N. Subotić,51,81,52,58,41,75,47,33,39,29,58,6,5,10,8,6,84,183556,76,73,66,47,80,43,48,77,50,81,81,65,68,82,78,44,32
N. Blandi,67,47,79,60,75,79,55,55,65,82,54,13,10,15,15,15,80,200197,41,82,63,72,33,78,83,78,69,75,27,65,74,30,64,43,77
P. De Blasis,87,72,93,95,80,74,68,77,83,71,62,13,11,8,8,8,71,210950,28,92,66,73,37,77,72,76,74,75,37,75,77,39,47,71,60
M. Phillips,88,55,78,71,74,67,77,72,82,69,48,14,16,16,10,10,54,188166,28,54,67,74,29,61,72,65,68,80,34,86,74,40,78,70,45
M. Braithwaite,82,75,86,76,77,77,71,71,76,77,75,14,13,11,7,8,66,193290,31,84,65,70,32,73,81,72,77,77,26,86,81,30,77,73,73
A. Lafont,48,20,55,53,10,45,13,13,14,6,12,78,77,71,76,79,13,231691,17,73,38,9,5,16,4,64,52,23,12,45,40,14,70,45,9
D. Reyes,63,64,68,55,77,67,49,45,67,44,36,8,14,12,7,8,79,192012,79,70,68,47,79,48,44,73,79,49,81,66,68,76,69,52,37
Iván Ramis,38,84,54,54,67,66,45,67,53,54,77,7,15,9,8,11,72,146701,81,76,75,65,74,65,52,68,72,76,76,38,79,80,86,50,59
V. Behrami,63,90,70,67,74,76,69,70,69,56,69,12,11,7,15,11,68,161805,75,70,72,69,69,72,63,77,75,76,78,63,77,78,77,73,69
G. Hoarau,55,63,59,31,71,76,66,66,70,82,54,1,1,1,1,1,81,156432,34,62,62,69,45,81,81,77,75,74,35,52,65,53,89,69,75
T. Barnetta,74,60,80,75,79,75,80,79,79,64,78,12,9,8,15,15,56,52752,61,67,69,74,51,70,73,78,78,76,55,71,72,58,61,77,69
E. Choupo-Moting,76,59,76,66,83,72,64,76,86,75,44,9,9,9,16,6,74,183569,38,64,68,64,26,68,76,77,75,77,20,78,75,36,77,66,75
Jesé,87,29,85,74,81,74,73,74,81,71,66,13,7,6,13,15,42,202515,33,71,69,72,16,68,75,71,77,73,12,80,63,23,62,70,55
J. Pinola,69,80,64,69,73,72,65,65,64,38,55,8,12,11,7,11,67,146963,73,82,66,59,80,38,57,76,75,72,76,70,64,74,82,56,46
Luís Hernández,71,68,69,68,73,69,69,58,59,37,42,8,7,11,8,9,69,205590,82,82,71,55,76,54,55,77,74,70,81,72,81,78,76,55,53
Jonny,74,80,75,75,72,68,76,60,65,28,54,7,10,12,10,6,62,210455,76,79,59,45,80,46,53,63,66,66,82,79,87,77,69,55,44
B. Dočkal,68,59,67,71,79,75,82,82,77,69,80,10,9,14,11,8,57,181271,54,64,77,78,38,75,72,74,79,78,38,66,66,52,57,81,72
Raphaelito Anjos,41,34,34,41,21,67,10,9,9,8,18,77,75,74,76,76,11,230168,23,67,16,7,12,14,27,77,18,21,13,42,29,17,79,71,8
M. Carcela-González,86,38,87,80,82,76,71,80,86,72,71,8,15,14,7,12,35,184089,39,66,69,72,25,65,73,72,73,69,30,80,70,38,53,69,70
L. Pavoletti,67,60,65,59,74,73,33,49,66,83,28,15,6,12,14,9,82,205850,24,82,36,56,20,64,80,76,64,80,17,67,69,21,85,52,80
D. Bonera,36,83,38,52,51,79,58,38,41,23,29,3,3,3,3,3,74,45595,81,76,61,53,81,49,27,69,56,60,78,33,34,81,79,41,19
Marcelo,69,73,65,68,60,76,37,35,41,24,27,6,16,6,10,8,80,205340,77,90,51,22,76,42,24,76,65,39,78,70,70,81,72,38,28
Dalbert,91,76,83,68,75,69,77,68,79,59,47,7,11,7,9,9,60,229148,71,59,69,61,73,42,77,76,74,72,74,91,82,75,67,66,52
G. McAuley,36,81,33,33,66,67,49,39,27,50,33,6,11,12,10,13,85,109852,77,74,50,30,78,49,45,77,53,44,72,31,67,81,79,52,23
A. Halilović,78,40,78,88,80,72,72,80,81,61,69,15,11,11,13,10,24,216349,55,57,71,71,26,75,71,73,80,58,21,74,60,16,36,80,64
N. Amiri,78,38,84,76,81,69,73,76,83,65,71,12,12,14,12,10,42,225309,60,66,73,70,45,65,69,72,79,70,44,69,77,56,59,77,65
I. Popov,80,73,74,60,79,72,69,67,74,72,76,14,7,7,15,8,66,185373,49,62,74,72,39,71,76,74,76,79,44,78,75,51,68,75,66
W. Hoolahan,65,39,79,88,82,73,76,65,82,67,67,13,7,16,11,16,43,149791,35,33,76,68,28,77,74,71,78,71,36,59,62,54,53,81,62
Sidney Pessinho,72,77,51,55,71,67,71,81,72,56,77,11,15,8,7,7,62,230431,76,61,77,72,77,67,52,81,75,73,76,72,76,76,88,72,45
A. Potuk,87,78,89,83,76,73,74,74,82,66,40,12,12,7,10,8,62,194079,46,72,76,70,46,56,74,76,78,74,54,86,72,48,61,71,54
F. Pogba,63,82,57,52,59,72,69,60,54,21,69,8,10,8,11,11,73,198688,77,77,58,70,75,38,36,68,67,77,73,69,74,78,92,42,45
M. Andújar,45,39,40,40,20,60,14,13,16,11,16,77,76,64,79,78,10,173857,20,70,23,10,11,23,13,71,23,25,19,45,38,18,70,40,11
D. Boyko,49,38,58,28,22,64,11,11,16,18,14,77,69,68,74,83,18,232226,12,75,41,17,9,15,9,79,29,38,11,48,33,12,79,42,7
A. Carrillo,86,53,80,77,79,73,76,78,79,71,55,11,14,13,12,7,70,203299,34,74,60,75,19,68,76,75,73,76,25,83,65,32,72,75,74
M. Andreolli,44,78,59,55,55,74,22,31,49,16,18,12,11,5,5,14,76,172835,78,85,55,24,80,34,33,68,55,59,78,65,42,82,81,28,23
Bruno,34,81,30,32,64,69,21,49,34,23,31,12,9,8,13,8,77,200228,74,65,68,22,79,42,36,77,65,66,75,39,75,80,86,35,23
O. Duarte,60,75,55,51,59,67,40,28,48,26,32,15,9,7,8,14,77,212772,74,80,55,24,78,37,35,73,70,47,81,69,64,80,74,39,32
Rúben Neves,65,70,68,67,76,72,72,76,73,62,70,16,12,10,8,10,61,224293,75,74,80,74,70,59,63,75,82,78,69,66,74,76,70,78,68
Jozabed,67,58,70,64,80,71,61,71,72,73,57,8,10,9,8,13,64,210214,69,65,72,77,57,54,80,78,78,71,67,65,68,73,66,77,54
P. Pérez,70,92,74,77,79,73,69,65,69,61,72,10,7,16,15,14,58,215079,71,60,76,65,66,59,69,81,78,69,73,71,78,77,79,80,39
Gazzolisco,81,96,67,66,72,77,76,81,71,54,77,9,16,8,8,10,77,230183,67,72,67,77,77,77,57,72,77,84,75,82,89,77,82,56,71
Pacheco,48,27,62,51,14,27,12,20,13,16,20,77,73,63,80,76,10,209960,26,72,25,15,13,23,14,76,23,21,13,44,43,16,64,45,13
M. Gamonales,84,73,79,70,75,80,76,76,76,69,68,7,8,8,8,7,60,160040,72,61,59,74,70,64,76,80,76,72,77,76,88,75,68,64,71
Ronaldo Esler,88,68,86,90,71,76,76,54,76,45,49,13,13,16,8,9,60,230184,71,59,59,68,68,49,69,80,73,78,76,86,82,77,33,68,55
Vitor Hugo,66,80,43,47,49,70,32,33,39,26,34,14,7,14,9,13,83,226601,76,79,37,22,80,49,27,73,41,49,82,70,66,78,79,33,33
T. Arslan,75,79,74,77,83,78,74,76,80,64,73,6,11,10,6,6,58,190761,68,58,76,75,55,76,68,70,80,82,61,73,74,68,65,77,68
J. Veretout,68,65,69,69,79,72,78,69,75,73,73,9,10,11,8,9,53,201519,68,57,76,74,63,77,68,75,79,77,63,64,80,71,70,75,70
D. Pabón,90,74,82,83,76,74,69,76,79,77,75,15,11,15,14,9,51,196143,44,77,70,77,39,80,79,76,69,86,33,86,86,40,81,76,77
Juan Jesus,78,85,68,58,55,72,66,48,60,20,36,12,11,7,8,14,74,200752,78,88,56,35,75,37,38,72,58,62,77,79,77,79,84,34,17
E. Durm,83,67,77,67,72,69,76,60,64,50,35,12,14,8,15,11,63,207920,76,76,51,44,70,55,68,74,72,66,77,83,88,75,66,60,43
G. Imbula,73,65,72,69,81,79,62,65,84,51,38,6,11,12,14,7,62,197681,64,69,76,77,60,29,75,66,83,79,59,71,78,62,72,76,28
Luis Alberto,67,29,66,50,81,72,76,73,79,73,69,6,8,6,12,11,45,198706,28,40,75,75,24,56,75,66,83,68,18,60,47,25,61,74,58
M. Risse,81,60,74,72,76,67,76,70,77,73,76,11,7,14,11,8,52,189234,72,72,72,82,65,72,75,75,74,84,66,79,72,71,67,73,68
Luís Neto,57,76,69,61,48,72,42,52,49,33,43,10,15,13,15,8,82,204341,81,79,77,37,80,47,44,78,72,42,80,59,72,77,64,46,40
B. Ruíz,64,33,74,71,84,80,78,81,85,65,74,9,7,12,7,6,75,176949,49,56,73,75,36,73,74,72,78,77,48,66,56,38,67,78,79
Jordi Amat,63,82,59,58,65,69,31,40,50,34,36,9,6,7,16,8,74,198198,71,78,52,65,78,28,30,70,68,75,80,72,66,77,79,59,28
S. Kapino,41,23,55,45,29,55,12,14,14,13,18,79,68,66,77,84,12,205878,14,74,27,19,20,26,3,74,26,20,14,43,38,11,67,45,19
J. Ďurica,34,66,58,52,62,76,55,60,54,30,67,7,16,7,8,15,81,175671,78,74,67,58,78,14,20,73,62,83,79,33,68,79,86,56,40
B. Stambouli,65,78,76,65,76,74,45,42,66,50,43,8,13,11,15,15,68,198200,78,73,74,62,72,50,62,74,77,65,75,65,83,80,74,73,40
F. Armani,30,18,36,34,19,28,18,14,19,11,16,76,73,67,78,79,11,214584,20,57,21,17,14,20,18,76,24,20,13,34,25,13,72,55,15
C. Kaboré,72,83,73,61,74,73,69,43,66,53,53,10,15,9,16,9,69,179768,77,81,73,70,75,65,65,77,76,74,73,70,91,76,74,69,31
A. Rukavina,71,78,67,75,71,67,79,68,65,36,38,6,6,15,8,7,63,181816,80,78,70,58,76,42,66,81,73,63,78,76,70,77,69,59,49
P. Kimpembe,69,75,65,65,70,72,34,39,60,31,32,7,8,14,15,9,69,225850,78,75,59,33,78,43,34,70,69,47,80,69,65,78,78,39,28
Sergio León,77,69,82,75,76,75,41,69,75,82,64,9,8,9,11,12,71,198715,35,77,34,74,26,80,78,74,67,75,21,76,75,33,66,61,77
M. Elneny,58,74,67,62,76,77,67,69,68,57,61,7,15,15,12,6,57,213051,76,70,73,67,70,62,63,75,79,71,72,61,92,75,73,70,39
D. Torres,60,87,70,58,72,80,62,57,71,55,50,15,11,8,15,12,61,214332,82,81,76,61,63,72,62,81,76,73,74,57,80,76,78,71,48
S. Okazaki,76,80,83,71,78,70,66,53,77,74,50,10,6,14,6,6,74,194365,45,91,66,68,35,74,82,84,76,77,34,73,79,55,69,69,76
C. Jallet,69,75,74,74,77,80,76,74,70,57,66,8,8,9,6,11,71,150590,75,78,75,66,78,65,74,78,79,73,78,72,76,77,70,75,70
Y. Salibur,90,46,82,75,76,73,76,72,78,73,74,12,13,11,10,7,58,190014,48,77,65,75,36,65,74,72,72,78,35,84,72,33,65,70,62
N. Redmond,89,38,91,86,79,70,72,69,83,69,65,12,14,16,6,10,33,198719,22,50,63,71,18,57,74,65,72,71,30,86,72,26,47,72,55
A. Song,68,83,65,57,76,75,58,57,74,55,41,8,12,15,11,12,68,157503,75,71,73,42,74,66,62,76,76,68,73,65,68,77,79,69,52
Andreas Pereira,73,65,81,80,83,66,75,80,82,68,80,15,14,7,10,7,59,208450,65,59,77,77,68,49,69,71,77,76,49,72,78,58,67,72,76
Castán,60,79,52,59,62,75,34,31,53,21,24,5,6,4,9,10,77,172610,80,81,64,36,79,26,22,69,58,63,76,65,38,77,83,37,22
K. Huntelaar,52,69,54,62,75,83,63,73,67,80,64,7,12,6,9,11,78,148803,27,77,44,73,20,56,80,78,73,80,23,57,60,33,79,61,81
T. Partey,75,76,73,55,77,67,58,62,76,60,41,11,13,9,9,7,66,209989,75,82,73,63,65,46,60,74,77,76,76,78,84,81,85,69,53
Mário Rui,88,73,88,89,73,73,77,63,71,27,60,13,5,9,8,14,60,204614,73,92,71,73,72,60,59,75,73,69,75,84,92,75,54,60,53
André Pinto,50,79,37,34,61,72,44,35,44,34,50,15,13,6,11,11,78,193862,77,34,58,54,77,46,33,70,66,68,82,50,67,80,91,47,36
L. Rémy,74,59,75,64,72,76,60,66,73,78,51,9,10,15,14,12,76,179527,48,83,60,74,23,76,81,77,68,76,21,77,66,24,74,71,70
Badou Ndiaye,86,69,79,77,78,69,71,78,79,74,65,7,12,11,7,10,59,221000,60,72,71,73,60,65,78,74,76,78,61,85,80,65,75,69,65
O. Kıvrak,60,30,67,63,26,60,13,11,25,10,11,77,74,67,74,82,14,186953,25,80,40,12,18,19,12,76,38,23,16,60,40,13,68,50,10
A. Bertolacci,72,69,79,75,79,72,72,70,79,62,64,7,8,7,7,9,64,192073,70,65,76,76,60,56,76,74,80,78,68,76,79,68,70,76,69
A. Živković,87,52,87,88,78,68,76,82,80,67,65,9,11,8,6,6,43,220746,33,57,66,70,28,60,72,77,74,73,28,84,66,34,39,74,68
Iraizoz,32,38,28,52,15,52,11,12,11,12,13,69,79,80,85,70,13,114764,23,47,20,14,13,13,16,73,29,20,12,33,33,11,83,53,16
D. Da Silva,47,82,60,61,68,73,49,28,42,25,31,6,8,12,16,11,78,179789,78,73,51,41,78,43,39,64,69,28,76,66,63,79,75,40,36
D. Benaglio,42,38,44,47,22,65,14,15,16,12,13,76,80,61,79,73,15,115533,22,71,31,14,10,23,7,77,32,22,14,44,43,13,76,37,12
T. Rincón,76,82,75,83,77,74,69,52,76,45,52,12,12,11,8,12,58,191053,80,91,77,70,74,46,66,76,79,77,78,72,87,82,75,72,60
Y. Ōsako,77,65,80,78,80,77,42,72,80,72,53,14,9,6,6,16,70,191565,31,78,59,69,28,70,79,78,79,75,32,76,68,39,64,79,74
L. Sané,52,79,54,46,62,69,49,48,61,32,23,7,9,12,6,9,83,192333,74,83,69,55,75,33,42,70,70,69,76,67,68,79,80,61,22
Gil,53,81,41,40,62,75,47,39,51,28,34,9,11,6,11,14,75,193869,78,60,69,41,78,42,50,74,70,69,76,67,71,77,86,68,23
J. King,87,50,78,71,74,72,63,69,77,82,42,12,9,11,12,7,63,185422,33,72,48,69,22,72,77,72,68,78,19,92,73,26,77,56,67
Bastos,70,73,62,76,62,67,36,35,55,30,28,13,8,11,12,12,74,216655,79,71,65,41,78,50,31,70,68,49,77,73,69,79,78,28,31
J. Quintero,76,43,90,90,83,74,75,80,84,64,77,14,16,10,7,12,42,210513,35,56,75,73,18,71,62,74,78,83,22,72,47,30,39,77,65
A. Meier,34,60,43,34,77,81,70,86,72,81,75,16,6,6,11,9,74,121170,50,33,54,79,30,72,85,79,69,83,21,40,48,44,87,77,83
G. Nkoudou,92,48,85,89,75,72,75,74,79,71,58,10,13,8,6,13,49,219732,21,55,62,74,35,67,76,77,74,72,42,91,71,37,64,69,74
Montoya,83,69,79,80,73,67,76,77,69,50,55,6,15,16,8,8,59,194644,78,78,75,68,76,50,58,70,69,83,80,83,79,77,68,59,66
L. Dalsaro,72,77,51,55,71,67,71,81,72,56,77,11,15,8,7,7,62,160087,76,61,77,72,77,67,52,81,75,73,76,72,76,76,88,72,45
K. Källström,35,75,53,64,81,75,83,85,70,62,80,9,10,7,15,12,62,31831,70,76,85,75,58,70,65,76,80,84,63,37,62,62,78,82,79
T. Vaclík,34,29,32,53,20,60,15,17,14,14,16,79,75,74,77,80,19,204120,22,70,38,16,19,13,15,68,17,20,18,35,35,18,73,68,13
M. Politano,85,60,90,84,80,70,75,66,83,69,61,11,12,6,8,11,40,216409,25,38,62,68,12,70,75,75,75,68,12,79,69,12,38,68,67
M. Zárate,79,66,87,74,87,72,66,81,86,78,79,7,16,16,6,12,56,153177,38,69,60,82,22,70,77,75,72,80,30,75,69,34,62,63,78
G. İnler,52,80,60,59,77,77,70,64,72,56,68,11,14,6,10,5,68,158810,76,73,81,81,70,74,61,70,76,85,77,51,65,78,73,73,76
M. Albrighton,79,73,79,81,77,72,83,82,77,69,73,15,9,8,15,14,42,183130,56,62,73,67,41,60,73,71,69,72,45,79,86,50,62,74,72
A. Gray,90,70,78,75,70,71,61,57,72,80,39,11,16,11,9,14,65,194138,33,72,54,64,22,74,79,72,66,80,20,89,79,23,81,67,67
Marçal,83,70,75,72,76,71,78,62,74,57,55,6,11,14,13,11,58,207707,75,73,64,54,71,49,73,79,74,76,75,78,85,74,67,67,44
M. Ryan,53,36,53,50,24,56,23,23,13,11,12,76,74,90,74,78,14,199005,23,78,45,18,16,25,10,73,40,35,17,52,34,20,68,68,15
A. Gamberini,62,73,54,66,55,76,32,46,54,29,28,16,7,15,9,15,76,5213,83,78,54,40,83,41,31,66,50,69,78,68,53,82,77,26,27
Yoel,35,35,40,47,14,48,24,25,13,14,15,76,78,77,75,78,10,185181,19,65,35,11,10,25,13,70,31,23,11,43,34,15,70,45,19
S. Widmer,78,68,76,64,76,72,82,67,77,58,56,10,8,7,5,14,68,216158,67,82,73,66,72,58,68,78,75,76,71,84,88,73,77,68,48
J. Aquino,92,59,91,92,77,75,73,72,80,64,63,16,15,7,9,7,47,192350,34,76,68,64,22,67,75,65,74,74,36,91,75,40,40,72,51
